universe,factor,factor_short,variant,effective_sign,long_group,short_group,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
hs300,A1_tau_20d,A1,S1,-1,G1,G5,120,0.005300868613246148,0.23862734567988853,0.5083333333333333,0.36379876854942783,0.11331832950016259,-0.25048043904926526,-0.25048043904926526,0.003043169952751352,0.13659652719235252,0.018094494356049987,0.8187291673145839,0.5555555555555556,-0.0021929362981884665,0.0012767484151615636,-0.6404911323788243
hs300,A1v_tau_vol_20d,A1v,S1,-1,G1,G5,120,0.00010420903732437648,0.004891827372371403,0.5,0.2025019857945226,-0.20665788570976357,-0.4091598715042862,0.004155899915240957,-0.0027252024343426633,-0.12765825709297676,0.016137540710104266,0.7672190893559478,0.6111111111111112,-0.0024292085414838304,0.0005480626658030095,-0.96151499767789
hs300,A2a_high_tau_ret_std_20d,A2a,S1,-1,G1,G5,120,-0.015769666580848773,-0.57145948897446,0.4583333333333333,-0.04730460025741895,-1.1485994417030418,-1.101294841445623,1.101294841445623,-0.010749204920004425,-0.42143789212139615,-0.044218949325633444,-1.1897051276412836,0.3333333333333333,-0.0035155180896897552,3.430473528151377e-07,-1.982308136681258
hs300,A2b_low_tau_cum_ret_20d,A2b,S1,-1,G1,G5,120,-0.020472768493109545,-0.8831495850509101,0.375,-0.8091189377898889,-0.9494766566499573,-0.14035771886006843,0.14035771886006843,-0.021973744279339586,-0.9737793298240807,-0.011967239037805997,-0.4432494188224954,0.5555555555555556,0.0010942719109840883,0.08826210897515023,-2.5774999123954965
hs300,A2c_high_tau_vol_share_20d,A2c,S1,1,G5,G1,120,0.053897699207421705,1.633219792144436,0.6833333333333333,1.6747316963421317,1.584632598788989,-0.0900990975531426,-0.0900990975531426,0.05438326863085605,1.680225328372815,0.05114613914129376,1.367599717992986,0.6666666666666666,-0.0035891542611493172,0.00018462114959381007,-0.4170088535913212
hs300,A2d_high_tau_turnover_20d,A2d,S1,-1,G1,G5,120,-0.021586322687440106,-0.7002879511010585,0.4,-0.2417554070513181,-1.1278210561194943,-0.8860656490681762,0.8860656490681762,-0.024010419441533766,-0.8100456553325613,-0.007849774414242684,-0.2089113997780071,0.4444444444444444,-0.003730064164385703,0.0001199844980823008,-2.615347003956151
hs300,A3_tort_vol_joint_20d,A3,S1,1,G5,G1,120,0.0448886699424352,1.3703247451679885,0.6333333333333333,1.4385573286463886,1.298631577693248,-0.13992575095314064,-0.13992575095314064,0.04873883341187408,1.5309631780008548,0.023071076948948173,0.6078266060940426,0.6111111111111112,-0.003502567630181126,7.551580790819921e-05,-0.5199873373137356
hs300,B1_lead_lag_20d,B1,S1,1,G5,G1,120,0.010418264996209719,0.6232126124630326,0.625,0.4745176333983579,0.8587902144420908,0.3842725810437329,0.3842725810437329,0.012471525573296375,0.7260766757135095,-0.0012168782739480001,-0.08844389075600866,0.5555555555555556,0.0005325250508605075,0.2772725731040107,-0.24122640794501268
hs300,B2_path_asym_20d,B2,S1,1,G5,G1,120,-0.010954818971043306,-0.4774445262971337,0.43333333333333335,-0.4663953058039833,-0.48434830809418833,-0.017953002290205022,0.017953002290205022,-0.01063136681705048,-0.4775260245285313,-0.012787714510335982,-0.4700669195730215,0.3333333333333333,0.0023968208486443727,0.0002154591660665148,-1.4602887962129296
hs300,B2a_path_asym_amt_20d,B2a,S1,1,G5,G1,120,-0.011041754185828468,-0.48174641108690597,0.44166666666666665,-0.4748205620129456,-0.4845697780646127,-0.00974921605166712,0.00974921605166712,-0.010952790048045337,-0.4929888158735617,-0.011545884299932894,-0.4230719918692169,0.3888888888888889,0.002405563345768805,0.00017523071269343382,-1.4883204914455557
